ticker,timestamp,open,close,volume
SPY,2025-04-25T00:00:00Z,546.65,550.64,61119590.0
SPY,2025-04-28T00:00:00Z,551.39,550.85,47613755.0
SPY,2025-04-29T00:00:00Z,548.91,554.32,47775121.0
SPY,2025-04-30T00:00:00Z,547.57,554.54,93101463.0
SPY,2025-05-01T00:00:00Z,560.37,558.47,63186146.0
SPY,2025-05-02T00:00:00Z,564.73,566.76,60717270.0
SPY,2025-05-05T00:00:00Z,562.57,563.51,38659222.0
SPY,2025-05-06T00:00:00Z,557.93,558.8,48264708.0
SPY,2025-05-07T00:00:00Z,560.15,561.15,55733229.0
SPY,2025-05-08T00:00:00Z,565.24,565.06,65130787.0
SPY,2025-05-09T00:00:00Z,566.48,564.34,37603427.0
SPY,2025-05-12T00:00:00Z,581.47,582.99,78993570.0
SPY,2025-05-13T00:00:00Z,583.41,586.84,67947225.0
SPY,2025-05-14T00:00:00Z,587.81,587.59,66283531.0
SPY,2025-05-15T00:00:00Z,585.56,590.46,71268145.0
SPY,2025-05-16T00:00:00Z,591.25,594.2,76052101.0
SPY,2025-05-19T00:00:00Z,588.1,594.85,68168509.0
SPY,2025-05-20T00:00:00Z,593.09,592.85,60614492.0
SPY,2025-05-21T00:00:00Z,588.44,582.86,95197657.0
SPY,2025-05-22T00:00:00Z,582.66,583.09,70860417.0
SPY,2025-05-23T00:00:00Z,575.98,579.11,76029046.0
SPY,2025-05-27T00:00:00Z,586.07,591.15,72588475.0
SPY,2025-05-28T00:00:00Z,591.56,587.73,68445512.0
SPY,2025-05-29T00:00:00Z,593.06,590.05,70073758.0
SPY,2025-05-30T00:00:00Z,588.93,589.39,90601242.0
SPY,2025-06-02T00:00:00Z,587.76,592.71,61630502.0
SPY,2025-06-03T00:00:00Z,592.34,596.09,63606204.0
SPY,2025-06-04T00:00:00Z,596.96,595.93,57314199.0
SPY,2025-06-05T00:00:00Z,597.63,593.05,92436397.0
SPY,2025-06-06T00:00:00Z,598.66,599.14,66588743.0
SPY,2025-06-09T00:00:00Z,599.72,599.68,53016418.0
SPY,2025-06-10T00:00:00Z,600.22,603.08,66246973.0
SPY,2025-06-11T00:00:00Z,604.19,601.36,73658225.0
SPY,2025-06-12T00:00:00Z,600.01,603.75,64129003.0
SPY,2025-06-13T00:00:00Z,598.5,597,89505996.0
SPY,2025-06-16T00:00:00Z,600.4,602.68,79984125.0
SPY,2025-06-17T00:00:00Z,600.21,597.53,82209365.0
SPY,2025-06-18T00:00:00Z,598.44,597.44,76605029.0
SPY,2025-06-20T00:00:00Z,598.38,594.28,94051374.0
SPY,2025-06-23T00:00:00Z,595.04,600.15,87426039.0
SPY,2025-06-24T00:00:00Z,604.33,606.78,67735293.0
SPY,2025-06-25T00:00:00Z,607.91,607.12,62114767.0
SPY,2025-06-26T00:00:00Z,608.99,611.87,78548361.0
SPY,2025-06-27T00:00:00Z,612.88,614.91,86258398.0
SPY,2025-06-30T00:00:00Z,617.38,617.85,92502541.0
SPY,2025-07-01T00:00:00Z,616.36,617.65,70030140.0
SPY,2025-07-02T00:00:00Z,617.24,620.45,66510374.0
SPY,2025-07-03T00:00:00Z,622.45,625.34,51065789.0
SPY,2025-07-07T00:00:00Z,623.36,620.68,74814505.0
SPY,2025-07-08T00:00:00Z,621.35,620.34,59024585.0
SPY,2025-07-09T00:00:00Z,622.77,624.06,66113326.0
SPY,2025-07-10T00:00:00Z,624.2,625.82,57528960.0
SPY,2025-07-11T00:00:00Z,622.74,623.62,63670226.0
SPY,2025-07-14T00:00:00Z,623.16,624.81,51898518.0
SPY,2025-07-15T00:00:00Z,627.52,622.14,74317260.0
SPY,2025-07-16T00:00:00Z,623.74,624.22,88987511.0
SPY,2025-07-17T00:00:00Z,624.4,628.04,68885683.0
SPY,2025-07-18T00:00:00Z,629.3,627.58,65621645.0
SPY,2025-07-21T00:00:00Z,628.77,628.77,63374984.0
SPY,2025-07-22T00:00:00Z,629.1,628.86,60046288.0
SPY,2025-07-23T00:00:00Z,631.55,634.21,70511036.0
SPY,2025-07-24T00:00:00Z,634.6,634.42,71307134.0
SPY,2025-07-25T00:00:00Z,635.09,637.1,56865364.0
SPY,2025-07-28T00:00:00Z,637.48,636.94,54917102.0
SPY,2025-07-29T00:00:00Z,638.35,635.26,60556278.0
SPY,2025-07-30T00:00:00Z,635.92,634.46,80418851.0
SPY,2025-07-31T00:00:00Z,639.455,632.08,103385246.0
SPY,2025-08-01T00:00:00Z,626.3,621.72,140103572.0
SPY,2025-08-04T00:00:00Z,625.67,631.17,73218015.0
SPY,2025-08-05T00:00:00Z,631.79,627.97,68051401.0
SPY,2025-08-06T00:00:00Z,629.05,632.78,64357525.0
SPY,2025-08-07T00:00:00Z,636.24,632.25,74205791.0
SPY,2025-08-08T00:00:00Z,634.06,637.18,64051626.0
SPY,2025-08-11T00:00:00Z,637.46,635.92,58742300.0
SPY,2025-08-12T00:00:00Z,638.29,642.69,64821798.0
SPY,2025-08-13T00:00:00Z,644.91,644.89,60092790.0
SPY,2025-08-14T00:00:00Z,642.79,644.95,59327466.0
SPY,2025-08-15T00:00:00Z,645.99,643.44,68592507.0
SPY,2025-08-18T00:00:00Z,642.86,643.3,43804914.0
SPY,2025-08-19T00:00:00Z,643.12,639.81,69750731.0
SPY,2025-08-20T00:00:00Z,639.4,638.11,88890298.0
SPY,2025-08-21T00:00:00Z,636.28,635.55,54805775.0
SPY,2025-08-22T00:00:00Z,637.76,645.31,84083214.0
SPY,2025-08-25T00:00:00Z,644.04,642.47,51274332.0
SPY,2025-08-26T00:00:00Z,642.2,645.16,51581565.0
SPY,2025-08-27T00:00:00Z,644.57,646.63,48341069.0
SPY,2025-08-28T00:00:00Z,647.24,648.92,61519461.0
SPY,2025-08-29T00:00:00Z,647.47,645.05,74522192.0
SPY,2025-09-02T00:00:00Z,637.5,640.27,81983545.0
SPY,2025-09-03T00:00:00Z,642.67,643.74,70820898.0
